focus
572.6970048903966
572.3999679909225
572.6970048903966
572.3999679909225
572.3999679909225
577.1538581381214
567.3864975849561
567.1666461765426
567.3864975849561
562.6306852473117
567.3864975849561
567.3864975849561
571.9243880697293
562.6306852473117
567.3864975849561
572.3999679909225
572.3999679909225
562.6306852473117
562.4089747463881
477.711855389884
481.8002898238817
529.3430661042544
519.8333938576999
553.1193750754898
572.1424112714511
572.1424112714511
576.3675446147716
591.1670305843237
619.5968259742536
601.5286648979229
